,name,freeze_layer
88,bert.encoder.layer.5.attention.self.key.bias,False
89,bert.encoder.layer.5.attention.self.value.weight,False
90,bert.encoder.layer.5.attention.self.value.bias,False
91,bert.encoder.layer.5.attention.output.dense.weight,False
92,bert.encoder.layer.5.attention.output.dense.bias,False
93,bert.encoder.layer.5.attention.output.LayerNorm.weight,True
94,bert.encoder.layer.5.attention.output.LayerNorm.bias,True
95,bert.encoder.layer.5.intermediate.dense.weight,False
96,bert.encoder.layer.5.intermediate.dense.bias,False
97,bert.encoder.layer.5.output.dense.weight,False
98,bert.encoder.layer.5.output.dense.bias,False
99,bert.encoder.layer.5.output.LayerNorm.weight,True
100,bert.encoder.layer.5.output.LayerNorm.bias,True
101,bert.encoder.layer.6.attention.self.query.weight,False
102,bert.encoder.layer.6.attention.self.query.bias,False
103,bert.encoder.layer.6.attention.self.key.weight,False
104,bert.encoder.layer.6.attention.self.key.bias,False
105,bert.encoder.layer.6.attention.self.value.weight,False
106,bert.encoder.layer.6.attention.self.value.bias,False
107,bert.encoder.layer.6.attention.output.dense.weight,False
108,bert.encoder.layer.6.attention.output.dense.bias,False
109,bert.encoder.layer.6.attention.output.LayerNorm.weight,True
110,bert.encoder.layer.6.attention.output.LayerNorm.bias,True
111,bert.encoder.layer.6.intermediate.dense.weight,False
112,bert.encoder.layer.6.intermediate.dense.bias,False
113,bert.encoder.layer.6.output.dense.weight,False
114,bert.encoder.layer.6.output.dense.bias,False
115,bert.encoder.layer.6.output.LayerNorm.weight,True
116,bert.encoder.layer.6.output.LayerNorm.bias,True
117,bert.encoder.layer.7.attention.self.query.weight,False
118,bert.encoder.layer.7.attention.self.query.bias,False
119,bert.encoder.layer.7.attention.self.key.weight,False
120,bert.encoder.layer.7.attention.self.key.bias,False
121,bert.encoder.layer.7.attention.self.value.weight,False
122,bert.encoder.layer.7.attention.self.value.bias,False
123,bert.encoder.layer.7.attention.output.dense.weight,False
124,bert.encoder.layer.7.attention.output.dense.bias,False
125,bert.encoder.layer.7.attention.output.LayerNorm.weight,True
126,bert.encoder.layer.7.attention.output.LayerNorm.bias,True
127,bert.encoder.layer.7.intermediate.dense.weight,False
128,bert.encoder.layer.7.intermediate.dense.bias,False
129,bert.encoder.layer.7.output.dense.weight,False
130,bert.encoder.layer.7.output.dense.bias,False
131,bert.encoder.layer.7.output.LayerNorm.weight,True
132,bert.encoder.layer.7.output.LayerNorm.bias,True
133,bert.encoder.layer.8.attention.self.query.weight,False
134,bert.encoder.layer.8.attention.self.query.bias,False
135,bert.encoder.layer.8.attention.self.key.weight,False
136,bert.encoder.layer.8.attention.self.key.bias,False
137,bert.encoder.layer.8.attention.self.value.weight,False
138,bert.encoder.layer.8.attention.self.value.bias,False
139,bert.encoder.layer.8.attention.output.dense.weight,False
140,bert.encoder.layer.8.attention.output.dense.bias,False
141,bert.encoder.layer.8.attention.output.LayerNorm.weight,True
142,bert.encoder.layer.8.attention.output.LayerNorm.bias,True
143,bert.encoder.layer.8.intermediate.dense.weight,False
144,bert.encoder.layer.8.intermediate.dense.bias,False
145,bert.encoder.layer.8.output.dense.weight,False
146,bert.encoder.layer.8.output.dense.bias,False
147,bert.encoder.layer.8.output.LayerNorm.weight,True
148,bert.encoder.layer.8.output.LayerNorm.bias,True
149,bert.encoder.layer.9.attention.self.query.weight,False
150,bert.encoder.layer.9.attention.self.query.bias,False
151,bert.encoder.layer.9.attention.self.key.weight,False
152,bert.encoder.layer.9.attention.self.key.bias,False
153,bert.encoder.layer.9.attention.self.value.weight,False
154,bert.encoder.layer.9.attention.self.value.bias,False
155,bert.encoder.layer.9.attention.output.dense.weight,False
156,bert.encoder.layer.9.attention.output.dense.bias,False
157,bert.encoder.layer.9.attention.output.LayerNorm.weight,True
158,bert.encoder.layer.9.attention.output.LayerNorm.bias,True
159,bert.encoder.layer.9.intermediate.dense.weight,False
160,bert.encoder.layer.9.intermediate.dense.bias,False
161,bert.encoder.layer.9.output.dense.weight,False
162,bert.encoder.layer.9.output.dense.bias,False
163,bert.encoder.layer.9.output.LayerNorm.weight,True
164,bert.encoder.layer.9.output.LayerNorm.bias,True
165,bert.encoder.layer.10.attention.self.query.weight,False
166,bert.encoder.layer.10.attention.self.query.bias,False
167,bert.encoder.layer.10.attention.self.key.weight,False
168,bert.encoder.layer.10.attention.self.key.bias,False
169,bert.encoder.layer.10.attention.self.value.weight,False
170,bert.encoder.layer.10.attention.self.value.bias,False
171,bert.encoder.layer.10.attention.output.dense.weight,False
172,bert.encoder.layer.10.attention.output.dense.bias,False
173,bert.encoder.layer.10.attention.output.LayerNorm.weight,True
174,bert.encoder.layer.10.attention.output.LayerNorm.bias,True
175,bert.encoder.layer.10.intermediate.dense.weight,False
176,bert.encoder.layer.10.intermediate.dense.bias,False
177,bert.encoder.layer.10.output.dense.weight,False
178,bert.encoder.layer.10.output.dense.bias,False
179,bert.encoder.layer.10.output.LayerNorm.weight,True
180,bert.encoder.layer.10.output.LayerNorm.bias,True
181,bert.encoder.layer.11.attention.self.query.weight,False
182,bert.encoder.layer.11.attention.self.query.bias,False
183,bert.encoder.layer.11.attention.self.key.weight,False
184,bert.encoder.layer.11.attention.self.key.bias,False
185,bert.encoder.layer.11.attention.self.value.weight,False
186,bert.encoder.layer.11.attention.self.value.bias,False
187,bert.encoder.layer.11.attention.output.dense.weight,False
188,bert.encoder.layer.11.attention.output.dense.bias,False
189,bert.encoder.layer.11.attention.output.LayerNorm.weight,True
190,bert.encoder.layer.11.attention.output.LayerNorm.bias,True
191,bert.encoder.layer.11.intermediate.dense.weight,False
192,bert.encoder.layer.11.intermediate.dense.bias,False
193,bert.encoder.layer.11.output.dense.weight,False
194,bert.encoder.layer.11.output.dense.bias,False
195,bert.encoder.layer.11.output.LayerNorm.weight,True
196,bert.encoder.layer.11.output.LayerNorm.bias,True
197,bert.pooler.dense.weight,False
198,bert.pooler.dense.bias,False
199,new_layer.weight,False
200,new_layer.bias,False
201,classifier.weight,False
202,classifier.bias,False
